commit_id,commit_time,commit_message,author
93361fc,2023-03-18 19:08:46,implement new design,pzaitsev
b11b4fb,2023-03-18 17:24:48,improve user experience,dsmisnov
948bb58,2023-03-18 11:31:44,update documentation,knikolaeva
bdc7227,2023-03-18 00:30:47,fix bug,dsmisnov
01eb124,2023-03-18 09:42:09,fix bug in module,aivanov
b100971,2023-03-18 08:37:33,optimize performance,nsokolov
eb4cfcc,2023-03-18 10:06:15,add unit tests,lvasiliev
e144184,2023-03-18 01:20:49,implement new design,abelov
a6993a9,2023-03-18 11:39:28,fix bug,knikolaeva
9f0aba3,2023-03-18 18:06:00,add unit tests,mpetrova
aec29a7,2023-03-18 13:42:12,fix issue,dsmisnov
8a60af3,2023-03-18 17:45:34,fix issue,mpetrova
a20565b,2023-03-18 14:27:00,improve user experience,pzaitsev
ab407eb,2023-03-18 09:36:34,update dependencies,nsokolov
617fb61,2023-03-18 13:05:54,add feature,dsmisnov
5e8fbc4,2023-03-18 20:35:58,refactor code,okozlova
fee7f7e,2023-03-18 23:52:11,fix bug,nsokolov
bdb80c3,2023-03-18 01:18:57,fix issue,aivanov
b6b8328,2023-03-18 22:17:13,add unit tests,ekuznetsova
2a8478c,2023-03-18 18:49:59,fix bug in module,knikolaeva
bebb7c6,2023-03-18 19:11:38,fix issue,aivanov
7ad8ebe,2023-03-18 00:12:35,implement new design,nsokolov
ea27968,2023-03-18 17:45:04,refactor code,knikolaeva
38b416d,2023-03-18 11:30:52,fix bug in module,aivanov
3f2dd7a,2023-03-18 07:30:48,update dependencies,lvasiliev
59854cc,2023-03-18 23:17:34,fix bug,mpetrova
2eca8c9,2023-03-18 15:49:57,fix bug in module,okozlova
ce865ca,2023-03-18 09:28:25,improve user experience,abelov
6afd603,2023-03-18 17:37:47,update dependencies,pzaitsev
5031ae7,2023-03-18 08:57:28,improve user experience,dsmisnov
5fdde1d,2023-03-18 16:47:40,implement new design,knikolaeva
58fe6a5,2023-03-18 10:33:07,fix bug,pzaitsev
2b9d092,2023-03-18 07:46:11,fix issue,knikolaeva
006d1bc,2023-03-18 22:19:29,update dependencies,ekuznetsova
dc8c9a3,2023-03-18 23:12:29,optimize performance,nsokolov
0bfcc95,2023-03-18 11:43:11,update dependencies,abelov
cd47658,2023-03-18 23:08:45,add unit tests,knikolaeva
d8548b2,2023-03-18 09:52:08,fix bug,aivanov
0732517,2023-03-18 11:58:58,refactor code,nsokolov
fc061fe,2023-03-18 23:18:34,update documentation,ekuznetsova
eb81d31,2023-03-18 23:06:25,add feature,lvasiliev
87291eb,2023-03-18 12:23:12,fix bugs,aivanov
