commit_id,commit_time,commit_message,author
5b4abec,2023-03-18 20:24:43,add unit tests,dsmisnov
af0cad0,2023-03-18 00:00:32,add unit tests,knikolaeva
2dada39,2023-03-18 17:49:08,add unit tests,okozlova
d184602,2023-03-18 15:57:51,fix bug in module,nsokolov
5da76a0,2023-03-18 14:30:31,fix issue,okozlova
0613c31,2023-03-18 09:14:58,refactor code,knikolaeva
df6cd49,2023-03-18 07:17:55,fix bug,pzaitsev
7474bf3,2023-03-18 15:12:47,fix bugs,aivanov
c23ddbc,2023-03-18 01:06:29,refactor code,dsmisnov
7aa3f9e,2023-03-18 12:16:14,fix issue,aivanov
1975fdf,2023-03-18 19:19:01,fix bugs,lvasiliev
a2bb578,2023-03-18 15:15:18,optimize performance,pzaitsev
1ad17d7,2023-03-18 18:24:46,optimize performance,knikolaeva
ac3da6d,2023-03-18 12:46:15,implement new design,ekuznetsova
bc4c909,2023-03-18 14:55:38,improve user experience,abelov
f2cfa0b,2023-03-18 11:36:51,fix bug,mpetrova
cea0da0,2023-03-18 08:32:05,fix bug in module,lvasiliev
7f16bce,2023-03-18 10:04:58,add feature,dsmisnov
3b3fd45,2023-03-18 12:55:29,fix issue,nsokolov
8f542e6,2023-03-18 18:03:09,update documentation,dsmisnov
b503489,2023-03-18 21:12:40,fix issue,dsmisnov
e51092c,2023-03-18 22:48:55,fix bug,pzaitsev
338f06c,2023-03-18 01:05:52,refactor code,nsokolov
2993124,2023-03-18 19:47:48,fix bug,ekuznetsova
302ee5d,2023-03-18 08:09:09,fix bugs,nsokolov
