commit_id,commit_time,commit_message,author
1fbca9a,2023-03-18 15:34:34,update documentation,okozlova
604d197,2023-03-18 07:57:35,fix bug in module,lvasiliev
387388b,2023-03-18 16:39:22,fix issue,mpetrova
db50b0d,2023-03-18 08:42:04,add unit tests,mpetrova
003b0bf,2023-03-18 08:54:22,fix bug in module,nsokolov
ad5f607,2023-03-18 00:05:49,fix bug in module,aivanov
44869d0,2023-03-18 01:07:44,fix bug,knikolaeva
773b637,2023-03-18 00:52:52,fix bug in module,nsokolov
92af5b5,2023-03-18 23:00:30,refactor code,abelov
dc31351,2023-03-18 10:15:06,refactor code,abelov
33bc5ad,2023-03-18 11:50:42,refactor code,okozlova
89f09b8,2023-03-18 19:02:07,improve user experience,dsmisnov
9b445fc,2023-03-18 23:47:00,implement new design,mpetrova
5dc98b2,2023-03-18 17:06:20,fix bug,nsokolov
94f4cdd,2023-03-18 01:32:59,update dependencies,dsmisnov
edcba45,2023-03-18 17:20:00,implement new design,aivanov
74e7adb,2023-03-18 11:26:04,update dependencies,knikolaeva
611ce95,2023-03-18 00:33:09,add feature,mpetrova
4cf3fbf,2023-03-18 10:53:53,add unit tests,knikolaeva
49757fe,2023-03-18 12:31:21,optimize performance,aivanov
cda54de,2023-03-18 07:42:15,update dependencies,ekuznetsova
dfa62c3,2023-03-18 22:30:31,implement new design,abelov
a5e3a61,2023-03-18 10:48:36,fix bug in module,abelov
bbc9db4,2023-03-18 00:47:17,fix bugs,mpetrova
ef57e41,2023-03-18 15:38:33,refactor code,nsokolov
1c670bb,2023-03-18 07:19:05,implement new design,nsokolov
d4aeed4,2023-03-18 20:32:14,fix issue,nsokolov
550540c,2023-03-18 21:42:16,update dependencies,ekuznetsova
cd6519a,2023-03-18 11:16:33,add unit tests,knikolaeva
678c96d,2023-03-18 18:23:29,update dependencies,mpetrova
0282381,2023-03-18 01:07:56,add feature,aivanov
a4ed4e4,2023-03-18 13:09:22,fix issue,ekuznetsova
6fbaf25,2023-03-18 10:28:07,fix bug,pzaitsev
22ed009,2023-03-18 11:31:51,improve user experience,mpetrova
e534e4c,2023-03-18 15:29:09,refactor code,lvasiliev
e2f417a,2023-03-18 20:07:45,fix bug,dsmisnov
3901f62,2023-03-18 10:35:41,implement new design,aivanov
ed08cad,2023-03-18 19:16:13,refactor code,knikolaeva
36bd8da,2023-03-18 22:07:14,fix bug,lvasiliev
3c5069f,2023-03-18 23:15:22,optimize performance,abelov
0f5f50a,2023-03-18 19:11:00,optimize performance,dsmisnov
