commit_id,commit_time,commit_message,author
e5dc558,2023-03-18 21:33:52,optimize performance,mpetrova
5a02e4b,2023-03-18 16:15:32,fix bug in module,aivanov
ed50a14,2023-03-18 19:01:57,fix bugs,nsokolov
1ba9d84,2023-03-18 23:57:57,refactor code,pzaitsev
ed7245f,2023-03-18 00:50:20,improve user experience,ekuznetsova
7dfce2e,2023-03-18 10:01:24,implement new design,okozlova
94ebe7d,2023-03-18 23:46:46,fix bug,knikolaeva
af6ec08,2023-03-18 14:33:12,refactor code,pzaitsev
a0e5e74,2023-03-18 13:06:22,fix issue,dsmisnov
14752de,2023-03-18 18:27:09,update documentation,abelov
54bd249,2023-03-18 18:36:56,improve user experience,lvasiliev
6acc243,2023-03-18 09:10:21,refactor code,abelov
c6cf7dd,2023-03-18 08:42:03,fix bug in module,okozlova
202eb74,2023-03-18 18:21:52,fix bug,okozlova
06243c5,2023-03-18 18:40:24,update documentation,mpetrova
e3eda96,2023-03-18 22:14:46,fix bugs,dsmisnov
d715fc7,2023-03-18 16:15:44,add unit tests,pzaitsev
7808031,2023-03-18 16:57:01,add unit tests,dsmisnov
9a0f73a,2023-03-18 01:21:31,fix bugs,ekuznetsova
b46b0a4,2023-03-18 19:07:55,optimize performance,abelov
e2cc35a,2023-03-18 15:32:31,fix bug in module,nsokolov
5a704a0,2023-03-18 14:29:45,implement new design,pzaitsev
53c5351,2023-03-18 16:47:32,implement new design,aivanov
5b578e9,2023-03-18 09:56:30,fix bugs,knikolaeva
83cdcd2,2023-03-18 22:47:40,fix issue,ekuznetsova
cddfe9c,2023-03-18 11:44:53,fix issue,nsokolov
d488ba8,2023-03-18 07:33:03,improve user experience,mpetrova
169f3cb,2023-03-18 21:24:25,update dependencies,lvasiliev
e2eced5,2023-03-18 20:52:29,add unit tests,okozlova
c364edc,2023-03-18 13:44:39,update dependencies,pzaitsev
3c4ae0f,2023-03-18 21:06:13,fix bug,abelov
5cc3faa,2023-03-18 12:45:48,fix issue,ekuznetsova
bd48e6c,2023-03-18 23:03:52,fix bug in module,pzaitsev
b3a0d4d,2023-03-18 10:54:05,add unit tests,pzaitsev
fd128f5,2023-03-18 18:14:02,fix bug,pzaitsev
72499a3,2023-03-18 19:06:32,fix bugs,pzaitsev
f7d4879,2023-03-18 17:46:59,refactor code,nsokolov
79b9931,2023-03-18 17:59:07,fix bug in module,nsokolov
ee7147d,2023-03-18 20:33:14,fix bugs,lvasiliev
c63c78c,2023-03-18 15:25:32,add feature,aivanov
