commit_id,commit_time,commit_message,author
500cd87,2023-03-18 19:18:32,fix bug in module,okozlova
a011071,2023-03-18 14:45:13,fix bug,abelov
d650160,2023-03-18 10:35:25,fix bug in module,knikolaeva
11d9073,2023-03-18 01:31:08,fix issue,dsmisnov
8f9d7e9,2023-03-18 10:58:49,fix bugs,pzaitsev
141a5e6,2023-03-18 11:21:39,update documentation,ekuznetsova
59a45f0,2023-03-18 00:17:36,add unit tests,pzaitsev
d5b36cb,2023-03-18 12:45:52,fix bugs,lvasiliev
945fa3b,2023-03-18 16:20:20,fix bug in module,aivanov
8873dfe,2023-03-18 11:37:27,fix bug,lvasiliev
58d0406,2023-03-18 10:20:40,fix issue,abelov
472bc26,2023-03-18 13:51:05,fix bug,knikolaeva
2f53dcc,2023-03-18 10:17:46,optimize performance,mpetrova
dd12f5a,2023-03-18 21:07:00,fix bug in module,mpetrova
00bd382,2023-03-18 08:05:33,fix bug,ekuznetsova
51ff8da,2023-03-18 18:41:44,refactor code,pzaitsev
1605128,2023-03-18 22:18:02,add unit tests,dsmisnov
c61f67e,2023-03-18 15:18:48,optimize performance,dsmisnov
df38d50,2023-03-18 12:28:36,update dependencies,pzaitsev
b5b1d9e,2023-03-18 01:13:53,update documentation,knikolaeva
a54816c,2023-03-18 01:34:07,implement new design,okozlova
778cb81,2023-03-18 10:57:08,optimize performance,pzaitsev
34c611d,2023-03-18 11:44:55,fix bug,abelov
f9809ae,2023-03-18 18:16:24,add unit tests,aivanov
b5f633b,2023-03-18 08:55:56,implement new design,okozlova
7313057,2023-03-18 10:48:44,optimize performance,ekuznetsova
b31b6fb,2023-03-18 07:41:31,refactor code,ekuznetsova
1042c1f,2023-03-18 15:44:37,add unit tests,mpetrova
57e9d57,2023-03-18 07:09:10,fix bug,okozlova
67d8191,2023-03-18 09:49:54,update documentation,lvasiliev
81c102e,2023-03-18 13:07:51,fix issue,knikolaeva
a8033d9,2023-03-18 23:26:14,add unit tests,abelov
796466e,2023-03-18 08:19:50,add unit tests,aivanov
cf779f0,2023-03-18 23:48:34,fix issue,dsmisnov
64f28fb,2023-03-18 14:15:09,refactor code,knikolaeva
d5ff049,2023-03-18 19:25:50,improve user experience,nsokolov
96ec21d,2023-03-18 01:20:28,fix bugs,nsokolov
799a2b9,2023-03-18 13:32:06,fix bugs,okozlova
f30bc50,2023-03-18 20:59:48,refactor code,dsmisnov
0132fce,2023-03-18 12:33:29,implement new design,lvasiliev
48d6ce7,2023-03-18 17:17:26,improve user experience,abelov
550f1b6,2023-03-18 19:18:11,update documentation,mpetrova
3941b01,2023-03-18 01:39:41,fix bug,abelov
1ac5077,2023-03-18 16:19:50,fix bug in module,nsokolov
b617ee3,2023-03-18 10:58:52,improve user experience,knikolaeva
3280b63,2023-03-18 12:12:58,update dependencies,nsokolov
2222969,2023-03-18 08:24:33,fix issue,abelov
2870806,2023-03-18 19:57:52,update documentation,aivanov
49c3cce,2023-03-18 21:10:20,update dependencies,aivanov
1055fe0,2023-03-18 23:32:54,fix bugs,knikolaeva
